
   id asn_v4 asn_v6 country     status     
 3514 202288 202288   gb       Connected   
 3515  52088  52088   de       Abandoned   
 3516      -      -   ru    Never Connected
 3517   3663   3663   us       Abandoned   
 3518      -      -   py       Abandoned   
 3519      -      -   ru       Abandoned   
 3520   3215   3215   fr       Connected   
 3521  20001  20001   us       Abandoned   
 3522      -      -   ca       Abandoned   
 3523  19165      -   us       Abandoned   
 3524   7922   7922   us       Connected   
 3525   7018   7018   us       Connected   
 3526      -      -   gb       Abandoned   
 3527  41364      -   it       Connected   
 3528  11815  11815   ar       Abandoned   
 3529  41508      -   pl       Abandoned   
 3530      -      -            Abandoned   
 3531      -      -   ru    Never Connected
 3532      -      -   ca       Abandoned   
 3533  12365      -   uz       Abandoned   
 3534      -      -   be       Abandoned   
 3535  24651      -   lv       Abandoned   
 3536      -      -   nl       Abandoned   
 3537   6805   6805   de       Abandoned   
 3538  21175      -   fr       Abandoned   
 3539   3323   3323   gr       Abandoned   
 3540   7922   7922   us       Abandoned   
 3541      -      -            Abandoned   
 3542   5692      -   ar       Abandoned   
 3543   8437   1764   at       Abandoned   
 3544  52233      -   cw       Abandoned   
 3545   8613   8613   gb       Abandoned   
 3546  35540      -   fr       Connected   
 3547  13335  13335   de       Connected   
 3548   7018      -   us       Connected   
 3549   3265   3265   nl       Abandoned   
 3550  28009      -   ar       Abandoned   
 3551      -      -   ar       Abandoned   
 3552   7303      -   ar     Disconnected  
 3553  12714      -   ru       Abandoned   
 3554  20773  20773   de       Abandoned   
 3555   1136   1136   nl       Connected   
 3556      -      -   ru       Abandoned   
 3557   6661      -   lu       Abandoned   
 3558      -      -   ru    Never Connected
 3559      -   3209   de     Disconnected  
 3560  13037  13037   gb       Connected   
 3561    786    786   gb       Abandoned   
 3562      -      -   us       Abandoned   
 3563      -      -            Abandoned   
 3564  43142  43142   fr     Disconnected  
 3565      -      -   cn    Never Connected
 3566  19397      -   ca       Connected   
 3567      -      -   cn       Abandoned   
 3568    553    553   de       Abandoned   
 3569   1798   1798   us       Abandoned   
 3570  20712      -   gb       Connected   
 3571      -      -   pl       Abandoned   
 3572      -      -            Abandoned   
 3573  39179      -   gb       Abandoned   
 3574  21928      -   us       Connected   
 3575  21175      -   de     Disconnected  
 3576      -      -            Abandoned   
 3577      -   3215   fr       Abandoned   
 3578      -      -            Abandoned   
 3579   7922      -   us       Connected   
 3580      -      -            Abandoned   
 3581      -      -   lu       Abandoned   
 3582      -      -            Abandoned   
 3583      -      -            Abandoned   
 3584      -      -   us       Abandoned   
 3585  11139      -   kn       Abandoned   
 3586      -      -   ru       Abandoned   
 3587      -      -   ru       Abandoned   
 3588   7782      -   us       Connected   
 3589      -      -   uz       Abandoned   
 3590  41354  41354   gb       Connected   
 3591      -      -   us       Abandoned   
 3592      -      -            Abandoned   
 3593      -  15943   de       Abandoned   
 3594  12414  12414   nl       Abandoned   
 3595      -      -   pl       Abandoned   
 3596  59861      -   by       Connected   
 3597  20773  20773   de       Abandoned   
 3598   3243      -   pt       Abandoned   
 3599   8708      -   ro       Abandoned   
 3600    701    701   us       Connected   
 3601  24921  24921   lv       Connected   
 3602      -      -   dz    Never Connected
 3603   5645      -   ca       Abandoned   
 3604  44712      -   cz       Connected   
 3605      -      -            Abandoned   
 3606   3320   3320   de       Abandoned   
 3607  12400  12400   il       Connected   
 3608  49544      -   nl       Abandoned   
 3609      -      -            Abandoned   
 3610  39150      -   ru       Abandoned   
 3611  47764      -   ru       Abandoned   
 3612      -      -   gb       Abandoned   
 3613  35598      -   ru       Connected   
 3614      -      -            Abandoned   
 3615      -      -   by       Abandoned   
 3616  10131      -   ck       Abandoned   
 3617   5610   5610   cz       Connected   
 3618      -      -   md    Never Connected
 3619   4771      -   nz       Abandoned   
 3620   7922      -   us       Connected   
 3621  52130      -   cz       Connected   
 3622      -  50343   nl       Abandoned   
 3623   6830      -   nl       Abandoned   
 3624   5607   5607   gb       Abandoned   
 3625  12400  12400   il       Connected   
 3626   3326      -   ua       Abandoned   
 3627      -      -   ru    Never Connected
 3628  56534  56534   ru       Abandoned   
 3629      -      -   dz       Abandoned   
 3630      -      -   ki       Abandoned   
 3631      -      -   us       Abandoned   
 3632  50343  50343   nl       Connected   
 3633  50448      -   ru       Abandoned   
 3634      -      -   de       Abandoned   
 3635  20764  20764   ru       Abandoned   
 3636  35807      -   ru       Connected   
 3637  20764  20764   ru       Abandoned   
 3638  59472  59472   pl       Abandoned   
 3639  42610      -   ru       Connected   
 3640    546      -   us       Abandoned   
 3641   4771      -   nz       Abandoned   
 3642      -      -            Abandoned   
 3643  50113  50113   ru       Abandoned   
 3644   7922      -   us       Abandoned   
 3645   7065      -   us       Abandoned   
 3646   3582      -   us       Abandoned   
 3647   1136   1136   nl       Abandoned   
 3648      -      -            Abandoned   
 3649      -  16668   us       Connected   
 3650      -   7922   us       Abandoned   
 3651      -   6939   us       Abandoned   
 3652      -      -   ua       Abandoned   
 3653      -      -   uz       Abandoned   
 3654      -      -   nl       Abandoned   
 3655      -      -   cz       Abandoned   
 3656   7922   7922   us       Connected   
 3657  29125      -   ru       Connected   
 3658   7922      -   us       Abandoned   
 3659  15815      -   az       Connected   
 3660   7018   7018   us       Connected   
 3661    786    786   gb       Abandoned   
 3662   3333   3333   us       Abandoned   
 3663   7922   7922   us       Abandoned   
 3664      -      -            Abandoned   
 3665      -   7922   us       Connected   
 3666   7922      -   us       Connected   
 3667  20764  20764   ru       Abandoned   
 3668 202872      -   cz       Connected   
 3669   7018   7018   us       Connected   
 3670   7018   7018   us       Connected   
 3671   7922      -   us       Connected   
 3672  25532  25532   ru       Abandoned   
 3673   7922      -   us       Abandoned   
 3674      -      -            Abandoned   
 3675   2856      -   gb       Abandoned   
 3676  42409      -   al     Disconnected  
 3677   3333   3333   cz       Abandoned   
 3678   7922   7922   us       Abandoned   
 3679   3303      -   us       Abandoned   
 3680    680      -   de       Connected   
 3681  22773      -   us       Abandoned   
 3682  17934  17934   jp     Disconnected  
 3683    701      -   us       Abandoned   
 3684  21151      -   ua       Abandoned   
 3685   7922   7922   us       Abandoned   
 3686    701      -   us       Abandoned   
 3687   6871      -   gb       Connected   
 3688      -      -   nz       Abandoned   
 3689      -      -   tw       Abandoned   
 3690  11426  11426   us       Abandoned   
 3691      -      -   uz       Abandoned   
 3692   7922   7922   us       Abandoned   
 3693      -      -   de       Abandoned   
 3694  41745      -   ru       Abandoned   
 3695 208712      -   cz       Connected   
 3696  41554      -   ru       Abandoned   
 3697   8359   6939   ru       Abandoned   
 3698  19517      -   us       Abandoned   
 3699   5410      -   fr       Abandoned   
 3700  28104      -   nl       Abandoned   
 3701  13188      -   ua       Abandoned   
 3702  24582  24582   de       Abandoned   
 3703   4771      -   nz       Abandoned   
 3704   6327   6327   ca       Abandoned   
 3705      -      -            Abandoned   
 3706  24651      -   lv       Connected   
 3707      -      -   us       Abandoned   
 3708      -      -   lv       Abandoned   
 3709   2527   2527   jp       Abandoned   
 3710      -      -   cz    Never Connected
 3711 198539      -   ru       Abandoned   
 3712   3352      -   es       Connected   
 3713      -      -   us       Abandoned   
 3714  39709      -   ru       Abandoned   
 3715    701      -   us       Connected   
 3716   3209   3209   de       Abandoned   
 3717  48293      -   ru       Abandoned   
 3718      -      -   ru       Abandoned   
 3719 200953      -   ru       Connected   
 3720    766    766   es       Abandoned   
 3721  21367      -   ru       Abandoned   
 3722      -      -   ru       Abandoned   
 3723   8359      -   ru       Abandoned   
 3724  12271      -   us       Abandoned   
 3725  31252      -   md       Abandoned   
 3726   3352      -   es       Connected   
 3727  17506      -   jp       Connected   
 3728      -      -   ru       Abandoned   
 3729      -      -   il    Never Connected
 3730   4713      -   jp       Abandoned   
 3731   8615      -   ru       Abandoned   
 3732  12578      -   lv       Connected   
 3733      -      -   us       Abandoned   
 3734      -      -   ru       Abandoned   
 3735  44923      -   ru       Abandoned   
 3736      -      -   ru       Abandoned   
 3737   7922   7922   us       Connected   
 3738      -      -   by       Abandoned   
 3739   2500   2500   jp       Abandoned   
 3740   7922      -   us       Abandoned   
 3741  38195      -   au       Connected   
 3742      -   1955   hu       Connected   
 3743   9367   2500   jp       Abandoned   
 3744      -      -   ru    Never Connected
 3745  27983  27983   ar       Abandoned   
 3746      -      -   ru       Abandoned   
 3747   1955   1955   hu       Connected   
 3748  15954  15954   es       Connected   
